news;source;label
Une nouvelle mutation du Coronavirus découverte au Danemark: une menace mondiale;fl24.net;0
Dans le Dakota du Nord, le siège de député est emporté par… un mort...;fl24.net;0
L’arroseur arrosé Le patron de l’Organisation mondiale de la santé en quarantaine à cause...;fl24.net;0
Un expert allemand explose la stratégie anti-coronavirus: arrêtons de paniquer et retournons à une...;fl24.net;0
millions de doses du vaccin contre le coronavirus: le géant pharmaceutique Pfizer a...;fl24.net;0
Castaner, frappé par le coronavirus chinois, mis à l’isolement;fl24.net;0
Face au Coronavirus, le chef de l’OMS accuse… l’extrême droite!;fl24.net;0
L’ancien joueur du PSG, Ronaldinho est testé positif au coronavirus;fl24.net;0
Le président polonais Andrzej Duda testé positif au coronavirus, Iga Swiatek en quarantaine;fl24.net;0
Découvrez quel groupe sanguin résiste le mieux au Coronavirus;fl24.net;0
Un mort dans des essais cliniques du vaccin contre le coronavirus de la société...;fl24.net;0
Brigitte Macron contaminée au coronavirus Elle sera mise à l’isolement pendant sept jours;fl24.net;0
Twitter se sert encore de ses ciseaux de censeur pour supprimer un tweet du...;fl24.net;0
Des centaines de milliers de doses de vaccin contre le coronavirus déjà produites;fl24.net;0
Un nouveau médicament “miracle” contre le coronavirus;fl24.net;0
L’humidité réduit-elle le risque de contamination au coronavirus;fl24.net;0
Big Pharma: un vaccin contre le coronavirus Seulement après la présidentielle américaine;fl24.net;0
Coronavirus: des dizaines de milliers de volontaires s’inscrivent pour se faire contaminer avec la...;fl24.net;0
Coronavirus: Castex vous prend de plus en plus pour des gogols;fl24.net;0
Le traitement miracle contre le coronavirus développé en utilisant des cellules des enfants avortés;fl24.net;0
millions de morts du coronavirus! Biden raconte n’importe quoi à la télé;fl24.net;0
Une alliance des démocrates et du coronavirus contre la nomination d’Amy Coney Barrett à...;fl24.net;0
Coronavirus: Trump mis en quarantaine!;fl24.net;0
Elon Musk ridiculise Bill Gates, le traite de “crétin” et refuse de se faire...;fl24.net;0
Voici la société sur laquelle Bill Gates mise pour gagner la course au vaccin...;fl24.net;0
Coronavirus ou pas À 94 ans, Valéry Giscard d’Estaing hospitalisé à Paris;fl24.net;0
Boosté par le coronavirus, le géant pharmaceutique Gilead dévore tous ses rivaux;fl24.net;0
Positif au coronavirus, Silvio Berlusconi se retrouve à l’hôpital;fl24.net;0
Données officielles: seulement 6% des Américains morts du coronavirus n’avaient pas d’autres maladies connues;fl24.net;0
Le CNRS affirme avoir créé un spray nasal capable de bloquer le coronavirus;fl24.net;0
Coronavirus: la Belgique et l’Allemagne placent la France en “zone rouge”;fl24.net;0
Face au coronavirus, Castex dit tout le contraire de… Castex!;fl24.net;0
Coronavirus: Trump humilie l’Europe;fl24.net;0
Le coronavirus moins dangereux à petites doses;fl24.net;0
Face au coronavirus, le gouverneur de la Sicile interdit les immigrés clandestins de séjour...;fl24.net;0
Pour le principal expert suédois du coronavirus, le seul port du masque pourrait être...;fl24.net;0
Même l’OMS le dit: la mutation actuelle du coronavirus est plus contagieuse, mais moins...;fl24.net;0
Contre le Coronavirus, le général Macron nous prend pour des neuneus;fl24.net;0
Cannabis: le grand tabou du coronavirus français;fl24.net;0
Pas de “deuxième vague du coronavirus” en France, concède le ministre de la Santé,...;fl24.net;0
Le coronavirus a eu raison du pèlerinage de La Mecque: un mini-hadj au format...;fl24.net;0
Les derniers chiffres du coronavirus: un sursaut, mais pas de seconde vague;fl24.net;0
Lors d’un déjeuner avec Le Drian, ce haut fonctionnaire découvre soudain qu’il est positif...;fl24.net;0
Un petit cocktail estival explosif: coronavirus + canicule;fl24.net;0
Jackpot pour Big Pharma! 2 milliards de dollars pour Pfizer pour le vaccin contre...;fl24.net;0
Trump contre le coronavirus: son plan de soutien aux entreprises a permis de conserver...;fl24.net;0
Deux hackers chinois tentent de dérober le vaccin contre le coronavirus et mille autres...;fl24.net;0
Attention, Messieurs! Le coronavirus frappe les hommes en-dessous de la ceinture;fl24.net;0
Les attaques de pirates ont doublé à cause du coronavirus;fl24.net;0
Une seule version autorisée! Google interdit les publicités jugées “complotistes” au sujet du coronavirus;fl24.net;0
La ville de Wuhan, l’épicentre du coronavirus, bientôt submergée par l’inondation;fl24.net;0
Le gouvernement claque 800 millions pour les pays “les plus touchés par le coronavirus”,...;fl24.net;0
Avant de rouvrir, les églises chinoises doivent faire une action de grâce à Xi...;fl24.net;0
Une virologiste de Hong Kong qui démonte les mensonges chinois sur le coronavirus doit...;fl24.net;0
VIDÉO. Grotesque! Le clip de Renaud sur le coronavirus;fl24.net;0
Des migrants débarquent en Italie… avec le coronavirus;fl24.net;0
Un homme atteint de coronavirus a infecté 113 personnes au cours de son mariage;fl24.net;0
Coronavirus: le Sénat exige une deuxième commission d’enquête;fl24.net;0
Le traitement du coronavirus au remdesivir coûtera entre 2800 et 5000 euros. Et la...;fl24.net;0
Trump affirme avoir des preuves que le coronavirus est lié au labo de Wuhan;fl24.net;0
L’OMS, Big Pharma… Les grands de ce monde préparent de futurs programmes de vaccination...;fl24.net;0
Selon un expert italien, le coronavirus faiblit et pourrait disparaître de lui-même sans vaccin;fl24.net;0
La pluspart des Français ont peur d’une deuxième vague du coronavirus;fl24.net;0
Trump: la Chine a-t-elle intentionnellement laissé le coronavirus se propager à l’étranger pour saboter...;fl24.net;0
Un tunnel de désinfection anti-coronavirus perso pour Poutine;fl24.net;0
Dommage! La Nouvelle-Zélande n’est plus le premier pays exempt de coronavirus;fl24.net;0
Grâce aux applis de traçage du coronavirus des pirates peuvent voler vos données personnelles;fl24.net;0
Le groupe terroriste islamiste les Shebabs crée son propre centre de soin contre les...;fl24.net;0
Les manifestations aux États-Unis et le coronavirus: chaque jour pourrait coûter jusqu’à 540 vies;fl24.net;0
Hollywood remplace les scènes de sexe par des images de synthèse pour réduire le...;fl24.net;0
Ce pays a déjà gagné sa guerre contre le coronavirus! Le dernier malade est...;fl24.net;0
La Chine sabote le développement d’un vaccin contre les coronavirus;fl24.net;0
Étude américaine: oui, le soleil peut neutraliser le coronavirus!;fl24.net;0
L’usine visitée par Trump jette des écouvillons fabriqués lors de sa visite pour dépister...;fl24.net;0
Le médecin chinois de Wuhan, devenu noir à cause du coronavirus est décédé;fl24.net;0
En Norvège, le gouvernement refuse les manifs BlackLivesMatter à cause du coronavirus;fl24.net;0
Selon une nouvelle étude, le confinement pourrait avoir fait plus de décès que le...;fl24.net;0
Danger: les émeutes aux USA propagent le coronavirus;fl24.net;0
Nouveau: Macron veut traiter l’économie… comme le coronavirus!;fl24.net;0
Après avoir offert au monde le coronavirus, la Chine va-t-elle vendre son vaccin;fl24.net;0
Au Vietnam, 100 millions d’habitants et aucun mort de coronavirus! Mais comment ont-ils fait;fl24.net;0
Un employé de laboratoire se fait dérober des échantillons de coronavirus par des singes;fl24.net;0
Les voitures de police de marque Ford seront équipées avec le dispositif anti-coronavirus efficace...;fl24.net;0
Un gros légume de l’OMS fait l’éloge de la Chine pour sa gestion du...;fl24.net;0
Les Chinois ont menti avec le coronavirus comme les Soviétiques avec Tchernobyl, selon la...;fl24.net;0
Le laboratoire de Wuhan admet avoir conservé trois souches vivantes de coronavirus de chauve-souris;fl24.net;0
Qui a gagné la crise du coronavirus contre Macron Les frontières!;fl24.net;0
Ruée vers les plages en vue! L’eau de mer tue le coronavirus;fl24.net;0
Le Planning Familial américain a extorqué 80 millions de dollars des “prêts coronavirus” destinés...;fl24.net;0
Trump passe à l’attaque et blâme l’incompétence de la Chine pour l’hécatombe due aux...;fl24.net;0
Selon une nouvelle étude, les patients réinfectés par le coronavirus ne sont pas contagieux;fl24.net;0
Tué par le coronavirus, le tourisme en Grèce tente de contourner le mesures du...;fl24.net;0
Le coronavirus bientôt détecté en éternuant sur le téléphone;fl24.net;0
millions de Chinois de nouveau confinés à cause de nouveaux cas de coronavirus;fl24.net;0
Royaume-Uni : des Français bloqués à cause de lisolement;francetvinfo.fr;1
Ouvrez le 1. Wuhan, la ville où tout a commencé;francetvinfo.fr;1
La traditionnelle ruée dans les magasins le dernier samedi avant Noël a bien eu lieu;francetvinfo.fr;1
Covid-19 : le gouvernement se réunira en séminaire de rentrée le 13 janvier;francetvinfo.fr;1
Covid-19 : Emmanuel Macron invite à redoubler de vigilance face à la mutation du virus;francetvinfo.fr;1
Jeux vidéo : une activité en plein essor en France;francetvinfo.fr;1
Variante du Covid-19 au Royaume-Uni : Ce qui est particulier, cest la localisation de cette mutation. Elle touche un endroit stratégique;francetvinfo.fr;1
Coronavirus : en Cisjordanie, Bethléem en pleine crise;francetvinfo.fr;1
Coronavirus : l’eurodéputée EELV Karima Delli réclame une vraie coordination européenne;francetvinfo.fr;1
La crise sanitaire a aggravé la répression des journalistes, selon le bilan annuel de Reporters sans frontières;francetvinfo.fr;1
Coronavirus : comment la Chine combat le virus;francetvinfo.fr;1
Nouvelle souche du coronavirus : Il y a un principe de précaution qui sapplique avec le Royaume-Uni, justifie Olivier Véran;francetvinfo.fr;1
Coronavirus : la campagne de vaccination démarre en Israël;francetvinfo.fr;1
Coronavirus : les expatriés français tentent de quitter un Royaume-Uni en crise;francetvinfo.fr;1
Coronavirus : le Royaume-Uni isolé du reste de l’Europe;francetvinfo.fr;1
Coronavirus : prudence face à la mutation du virus;francetvinfo.fr;1
Coronavirus : une intrigante mutation du virus au Royaume-Uni;francetvinfo.fr;1
Vaccins Pfizer et Moderna : des effets secondaires bénins mais nombreux;francetvinfo.fr;1
Vaccins contre le Covid-19 : Le couple de chercheurs derrière la société BioNTech;francetvinfo.fr;1
Variante du Covid-19 au Royaume-Uni : les ressortissants français priés de faire un test PCR;francetvinfo.fr;1
Prix des vaccins contre le Covid-19 : Au milieu dune négociation, cest un peu maladroit de communiquer des chiffres, regrette Agnès Pannier-Runacher;francetvinfo.fr;1
Covid-19 : des milliers de Français bloqués au Royaume-Uni;francetvinfo.fr;1
Covid-19 : le Royaume-Uni isolé du monde;francetvinfo.fr;1
Covid-19 : au Royaume-Uni, une mutation du virus qui questionne;francetvinfo.fr;1
Blocus du Royaume-Uni : Il y a une responsabilité collective à ne pas faire rentrer une nouvelle variante du virus en Europe, indique Nathalie Loiseau (LREM);francetvinfo.fr;1
Le décryptage éco. Dépenses de Noël des Français : ce qui change cette année;francetvinfo.fr;1
Le Danemark va déterrer quatre millions de visons abattus en raison de lépidémie de Covid-19;francetvinfo.fr;1
Nous avons besoin de vous ! : plus de 300 artistes et professionnels du spectacle demandent la réouverture de tous les lieux culturels;francetvinfo.fr;1
Fermeture des lieux culturels : Je comprendrais mieux tout ça si les centres commerciaux étaient fermés, explique la comédienne Laura Calu;francetvinfo.fr;1
Covid-19 : le Congrès américain trouve un accord sur un plan de soutien à léconomie;francetvinfo.fr;1
Royaume-Uni : Gabriel Attal appelle les ressortissants français à se faire tester au plus vite;francetvinfo.fr;1
Nouvelle souche du virus : la France suspend tous les déplacements en provenance du Royaume-Uni pour 48 heures;francetvinfo.fr;1
Nouvelle souche du coronavirus : les vaccins restent efficaces, assure le gouvernement allemand;francetvinfo.fr;1
Covid-19 : quelles sont les stratégies de vaccination de nos voisins européens  ;francetvinfo.fr;1
Le premier vaccin contre le Covid-19 doit être validé lundi par lAgence européenne du médicament;francetvinfo.fr;1
Coronavirus : comment la Chine est-elle parvenue à reprendre le dessus sur l’épidémie ;francetvinfo.fr;1
Coronavirus : les liaisons sont suspendues entre la France et le Royaume-Uni;francetvinfo.fr;1
Coronavirus : ce quil faut savoir sur la mutation découverte au Royaume-Uni;francetvinfo.fr;1
Coronavirus : une mutation et des questions;francetvinfo.fr;1
Covid-19 : en Belgique, des étudiants en première ligne contre le virus;francetvinfo.fr;1
Transports : lincertitude dans les gares françaises et anglaises;francetvinfo.fr;1
Coronavirus : limpact incertain de l’isolement forcé du Royaume-Uni sur son économie;francetvinfo.fr;1
Noël : à lapproche du réveillon, des grands-parents choisissent de s’isoler;francetvinfo.fr;1
Coronavirus : la France coupe les ponts avec le Royaume-Uni;francetvinfo.fr;1
Vaccin : un passeport sanitaire mis à l’étude;francetvinfo.fr;1
République dominicaine : moins de restrictions sanitaires pour attirer les touristes;francetvinfo.fr;1
DIRECT. Covid-19 : 12 799 nouveaux cas en 24 heures, après 17 565 nouveaux cas la veille;francetvinfo.fr;1
Nouvelle souche du coronavirus au Royaume-Uni: quelles sont les restrictions annoncées par les pays européens;francetvinfo.fr;1
​Coronavirus : la France tient un conseil de défense sanitaire en urgence;francetvinfo.fr;1
Covid-19 : lAngleterre de plus en plus isolée du monde;francetvinfo.fr;1
Covid-19 : durant la première vague, le nombre de cas était lié aux températures basses et des taux dhumidité assez importants, selon une étude de Météo France;francetvinfo.fr;1
Coronavirus :le virus amuté;francetvinfo.fr;1
Covid-19 : la troisième vague en janvier est probable, mais il nest jamais trop tard pour faire mieux, explique un infectiologue;francetvinfo.fr;1
Covid-19 : des vaccinations à partir de la semaine prochaine en Suisse mais la mise en place va être compliquée avant le 4 janvier, selon une conseillère nationale suisse;francetvinfo.fr;1
Noël : un mode demploi pour se retrouver pendant les fêtes;francetvinfo.fr;1
franceinfo seniors. Quel Noël en résidence pour les personnes âgées en ces temps de Covid;francetvinfo.fr;1
Noël au temps du Covid-19 : on vous explique leffet Thanksgiving tant redouté à la veille des fêtes en France;francetvinfo.fr;1
Confinement : le Royaume-Uni sisole à nouveau;francetvinfo.fr;1
Coronavirus : faut-il sinquiéter dune mutation du virus ;francetvinfo.fr;1
Covid-19, fêtes de fin dannée, vaccination, régionales en Île-de-France...Le 8.30 franceinfo dAudrey Pulvar;francetvinfo.fr;1
Coronavirus : le Royaume-Uni contraint de reconfiner pour Noël;francetvinfo.fr;1
Tests contre le Covid : 40% des pharmacies les pratiquent, affirme lUnion des syndicats de pharmaciens dofficine;francetvinfo.fr;1
Fermé pour cause de Covid, le parc Astérix sennuie de ses visiteurs : Tout était prêt pour Noël;francetvinfo.fr;1
Covid-19 : les skieurs revenant de Suisse et dEspagne peuvent se voir prescrire une période de quarantaine;francetvinfo.fr;1
Covid-19 : à ce stade les mutations du virus naltèrent pas lefficacité des vaccins, assure un professeur de santé publique;francetvinfo.fr;1
Covid-19 : La crainte dune troisième vague est très présente, affirme le directeur de lARS Bourgogne-Franche-Comté, la région la plus touchée de France;francetvinfo.fr;1
Calogero de retour avec Centre ville, son album du confinement;francetvinfo.fr;1
Covid-19: quatre questions sur la nouvelle variante du virus observée au Royaume-Uni;francetvinfo.fr;1
Coronavirus : la course aux tests de dépistage;francetvinfo.fr;1
Coronavirus : la Chine déploie son vaccin;francetvinfo.fr;1
Coronavirus : le Royaume-Uni reconfine une partie du pays;francetvinfo.fr;1
Coronavirus : un Noël limité en Europe;francetvinfo.fr;1
Corse : des tests PCR obligatoires pour accéder à l’Île de Beauté;francetvinfo.fr;1
Coronavirus : la fiabilité des tests antigéniques remise en cause;francetvinfo.fr;1
Réveillon de Noël : des familles redoublent d’inventivité;francetvinfo.fr;1
France : le Réveillon se fera-t-ilmasqué ;francetvinfo.fr;1
Économie : le jouet français tente de jongler avec la crise;francetvinfo.fr;1
Le rendez-vous du Particulier. Donation et succession : des dispositifs à utiliser à Noël pour aider votre famille;francetvinfo.fr;1
Commerces : après le plus gros samedi de lannée, des commerçants satisfaits mais inquiets pour le premier trimestre;francetvinfo.fr;1
Montagne : des stations de ski qui tournent au ralenti;francetvinfo.fr;1
Savoie : un début de vacances particulier dans les stations de ski;francetvinfo.fr;1
Coronavirus : des contrôles aux frontières pour limiter laccès aux stations de ski;francetvinfo.fr;1
Coronavirus : une partie de lAngleterre se reconfine après une probable mutation de la maladie;francetvinfo.fr;1
Coronavirus : en Corse, les nouveaux arrivants doivent obligatoirement présenter un test négatif;francetvinfo.fr;1
Coronavirus : la course aux tests avant les fêtes de fin dannée est lancée;francetvinfo.fr;1
Coronavirus : les laboratoires mis à rude épreuve pour le dépistage;francetvinfo.fr;1
Corse :l’île met en vigueur le test duCovid-19à l’arrivée;francetvinfo.fr;1
Coronavirus : lItalie reconfine pour Noël et le Nouvel An;francetvinfo.fr;1
Coronavirus : l’Angleterre se reconfine partiellement;francetvinfo.fr;1
Coronavirus : l’épidémie repart de plus belle dans le monde;francetvinfo.fr;1
Démarrer une activité d'agriculture pendant la pandémie;francetvinfo.fr;1
Vacances : Lans-en-Vercours ouvre ses portes aux touristes;francetvinfo.fr;1
Covid-19 : Londres se reconfine pour lutter contre une nouvelle souche du virus;francetvinfo.fr;1
Fêtes de fin d’année : la gastronomie innove;francetvinfo.fr;1
Musique : la chorale à lheure du coronavirus;francetvinfo.fr;1
Covid-19 : la France recense 17 565 nouveaux cas de contaminations en 24 heures, un chiffre en hausse;francetvinfo.fr;1
DIRECT. Covid-19 : Londres et le sud-est de lAngleterre reconfinés dès dimanche;francetvinfo.fr;1
Covid-19 : 98% des passagers arrivés en Corse disposaient dun test négatif, selon un premier bilan;francetvinfo.fr;1
Covid-19: il ny a pas lieu de vacciner systématiquement les personnes déjà contaminées, selon la Haute Autorité de santé;francetvinfo.fr;1
Covid-19 : les monuments historiques privés de visiteurs à Noël, cest une très grosse frustration;francetvinfo.fr;1
Covid-19 : la lente rééducation de malades pour retrouver le goût et lodorat;francetvinfo.fr;1
Coronavirus :recrudescence de l’épidémie à travers l’Europe;francetvinfo.fr;1
Coronavirus :une Italie qui sereconfine;francetvinfo.fr;1
Qui est Jean-Christophe Perrochon, le discret médecin qui veille sur la santé dEmmanuel Macron ;francetvinfo.fr;1
Covid-19: létat de santé dEmmanuel Macron est stable et les examens sont rassurants;francetvinfo.fr;1
Grands départs en vacances: Les tests pour le Covid-19 sont rassurants, explique un voyagiste;francetvinfo.fr;1
Coronavirus : lItalie se reconfine pour les fêtes de fin dannée;francetvinfo.fr;1
Turquie: neuf personnes meurent dans lincendie du service Covid-19 dun hôpital;francetvinfo.fr;1
Covid-19 : les couvre-feux instaurés en octobre ont-ils montré leur efficacité pour freiner lépidémie ;francetvinfo.fr;1
Corse : des tests obligatoires pour les arrivants;francetvinfo.fr;1
Le rendez-vous de la médiatrice. Les enjeux de linformation au temps du Covid;francetvinfo.fr;1
Cest ma santé. Comment passer les fêtes en famille malgré le Covid;francetvinfo.fr;1
Micro européen. La Roumanie, entre espoirs et départ;francetvinfo.fr;1
Coronavirus : pas assez de tests antigéniques pour Noël ;francetvinfo.fr;1
Covid-19: les laboratoires pris dassaut à la veille de Noël;francetvinfo.fr;1
Vacances : la montagne malgré le Covid;francetvinfo.fr;1
Covid-19 : les contrôles ont commencé en Corse, qui exige un test négatif pour les voyageurs;francetvinfo.fr;1
Coronavirus : des tests obligatoires à larrivée en Corse;francetvinfo.fr;1
Covid-19: les Etats-Unis accordent une autorisation à un deuxième vaccin, celui de Moderna;francetvinfo.fr;1
Campagnes de tests contre le Covid-19 : un test négatif ne constitue pas un totem dimmunité avant les fêtes, répète un infectiologue;francetvinfo.fr;1
Vacances de Noël : le littoral et les îles pour sévader malgré le Covid;francetvinfo.fr;1
Emmanuel Macron malade du Covid: le député RN Sébastien Chenu lui souhaite un bon rétablissement mais trouve la situation ironique;francetvinfo.fr;1
Vaccin contre le Covid-19 : le député RN Sébastien Chenu a plutôt envie dêtre convaincu de son utilité;francetvinfo.fr;1
LEurozapping du vendredi 18 décembre : les Madrilènes profitent dun confinement moins strict durcissement des mesures en Italie et au Portugal;francetvinfo.fr;1
Dépistage massif : les Français sont-ils au rendez-vous ;francetvinfo.fr;1
Coronavirus : une troisième vague inévitable après les fêtes ;francetvinfo.fr;1
Coronavirus : lépidémie connaît un nouveau rebond;francetvinfo.fr;1
Covid-19 : il faut que tous ceux qui se retrouvent à Noël passent par la case test, selon le maire de Charleville-Mézières;francetvinfo.fr;1
Covid-19: lItalie rétablit un confinement pour la période des fêtes;francetvinfo.fr;1
Covid-19 : larmée va fournir une aide pour organiser la campagne de vaccination dans les Outre-mer;francetvinfo.fr;1
Covid-19 : Noël 2020 vu dItalie, du Royaume-Uni, dAllemagne et des États-Unis;francetvinfo.fr;1
Covid-19 : 30 citoyens tirés au sort pour la campagne de vaccination, un dispositif utile pour le président de la Conférence nationale de santé;francetvinfo.fr;1
Cest dans ma tête. La fête…Quand même !;francetvinfo.fr;1
Le mot de léco. SNCF : trois millions de voyageurs pour les vacances et un chèque de quatre milliards de lÉtat;francetvinfo.fr;1
Lieux de contamination au Covid-19 : pourquoi les conclusions de létude de lInstitut Pasteur sur les bars et les restaurants sont à relativiser;francetvinfo.fr;1
Covid-19 : la France franchit le seuil des 60000morts depuis le début de la pandémie;francetvinfo.fr;1
Emmanuel Macron en isolement à la Lanterne : le lieu le plus secret de la République, selon une journaliste;francetvinfo.fr;1
Remontées mécaniques fermées : On a entre 25 et 30% de réservation, déplore le président de France Montagne;francetvinfo.fr;1
Covid-19: lAutriche annonce un troisième confinement strict après Noël;francetvinfo.fr;1
Covid-19 : un cluster au sommet européen;francetvinfo.fr;1
Covid-19 : un super congélateur installé au CHU de Lille pour stocker jusquà 300000 doses de vaccin;francetvinfo.fr;1
Covid-19 : Emmanuel Macron isolé à La Lanterne;francetvinfo.fr;1
Covid-19 : nouveau rebond de l’épidémie;francetvinfo.fr;1
Covid-19 : un virus qui tue trois fois plus que la grippe;francetvinfo.fr;1
Covid-19:faut-il rétablir les zones géographiques ;francetvinfo.fr;1
Covid-19 : Pour réussir sa campagne vaccinale, le gouvernement doit tout dire, estime lObservatoire de la transparence dans les politiques du médicament;francetvinfo.fr;1
Covid-19 : prémisses dune troisième vague dans le Grand Est;francetvinfo.fr;1
Covid-19 : Joe Biden sera vacciné en public lundi;francetvinfo.fr;1
Lincroyable histoire de Katalin Kariko biochimiste dont les recherches sont à l’origine des vaccins contre le Covid-19;francetvinfo.fr;1
Le record de mortalité en France, établi en 2019, est déjà dépassé début décembre;francetvinfo.fr;1
Covid-19 : la Suède recommande le port du masque pour la première fois face à la flambée de lépidémie;francetvinfo.fr;1
Migrants : largent envoyé en Afrique par la diaspora en France a baissé de 25%;francetvinfo.fr;1
Covid-19 : le président brésilien Jair Bolsonaro accuse le vaccin Pfizer de transformer les personnes vaccinées en femmes à barbe ou en crocodiles;francetvinfo.fr;1
Territoire de Belfort :un hôpital sous tension;francetvinfo.fr;1
Santé : le Covid-19 tue plus que la grippe saisonnière;francetvinfo.fr;1
Le vaccin contre le Covid-19 provoque-t-il des paralysies faciales comme laffirment des messages sur les réseaux sociaux ;francetvinfo.fr;1
Covid-19 : Emmanuel Macron confiné à La Lanterne;francetvinfo.fr;1
Pourquoi il faut parfois attendre plusieurs mois pour obtenir un vélo en magasin;francetvinfo.fr;1
Covid-19 : les premières livraisons de vaccins aux pays défavorisés auront lieu au premier trimestre 2021, annonce lOMS;francetvinfo.fr;1
Vaccination contre le Covid-19 : la France est-elle prête à distribuer toutes les doses;francetvinfo.fr;1
Les étudiants en situation de grande vulnérabilité pourront reprendre les cours à luniversité début janvier par groupe de 10;francetvinfo.fr;1
Vaccin contre le Covid-19 : avec cette idée de passeport vert, on met la charrue avant les bœufs, estime le professeur Gilles Pialoux;francetvinfo.fr;1
Covid-19 : lEspagne débutera sa campagne de vaccination le 27 décembre;francetvinfo.fr;1
Dans le Loiret, les Ehpad se préparent à lancer leur campagne de vaccination;francetvinfo.fr;1
Covid-19 : 69% des lycées publics ont mis en place des cours à distance qui posent question à mesure que les examens approchent;francetvinfo.fr;1
Covid-19: des associations portent plainte après le dîner qui a réuni dix personnes autour d’Emmanuel Macron mercredi soir;francetvinfo.fr;1
Chine : à Wuhan, débarrassée du Covid-19, la fête a repris ses droits;francetvinfo.fr;1
Où les Français attrapent-ils le Covid-19  Quatre choses à savoir à propos de lenquête sur les lieux de contamination;francetvinfo.fr;1
États-Unis : quand Donald Trump, malade du coronavirus, assurait le spectacle;francetvinfo.fr;1
Coronavirus : une étude montre que les repas sont le principal lieu de contamination;francetvinfo.fr;1
LEurozapping du 17 décembre : la contamination dEmmanuel Macron à la Une des JT européens;francetvinfo.fr;1
Emmanuel Macron positif au Covid-19 :  le chef de lÉtat isolé à La Lanterne à Versailles;francetvinfo.fr;1
Le Covid-19 entraîne trois fois plus de décès que la grippe saisonnière, selon une étude de lInserm;francetvinfo.fr;1
Emmanuel Macron positif au coronavirus : le président français est-il un super-contaminateur ;francetvinfo.fr;1
Emmanuel Macron positif au coronavirus : Olivier Becht, cas contact du président, va sisoler pendant sept jours;francetvinfo.fr;1
Coronavirus : Emmanuel Macron testé positif et placé à lisolement;francetvinfo.fr;1
Covid-19 : fêter Noël en famille est possible mais les personnes fragiles doivent se mettre sur une table à côté, avertit l’épidémiologiste Arnaud Fontanet;francetvinfo.fr;1
Vaccinations : l’Italie prépare sa campagne;francetvinfo.fr;1
Vaccinations : comment vont s’organiser les Ehpad;francetvinfo.fr;1
Covid-19 : comment Boris Johnson, fortement atteint par le virus, avait délégué la gestion du pouvoir;francetvinfo.fr;1
Covid-19 : en plein couvre-feu, 150 personnes réunies à une fête de mariage dans l’Orne;francetvinfo.fr;1
Vaccins contre le Covid-19 : les laboratoires peuvent-ils se défausser de leurs responsabilités en cas deffets secondaires ;francetvinfo.fr;1
Covid-19 : le virus circulera tant que plus de la moitié de la population n’aura pas été immunisée, affirme l’épidémiologiste Arnaud Fontanet;francetvinfo.fr;1
Covid-19 : Se faire de largent sur un vaccin, ça me dégoûte, lance le secrétaire national du PCF Fabien Roussel;francetvinfo.fr;1
Vaccin contre le Covid-19 : Nous ne rognons pas sur la qualité et la sécurité, assure lAgence de sécurité du médicament;francetvinfo.fr;1
Exonérations de charges: 370000 entreprises bénéficiaires lors du premier confinement;francetvinfo.fr;1
Covid-19 : un comité américain recommande lautorisation du vaccin de Moderna aux Etats-Unis;francetvinfo.fr;1
Emmanuel Macron positif au Covid-19: comment identifier les cas contacts;francetvinfo.fr;1
Covid-19: Laugmentation des chiffres et la perspective de Noël nous inquiètent, avoue Jean-Paul Ortiz, président du CSMF;francetvinfo.fr;1
Emmanuel Macron positif au Covid-19: le président a de la fièvre, de la toux et ressent de la fatigue;francetvinfo.fr;1
Covid-19: lAgence européenne des médicaments avance au 6 janvier sa décision sur le vaccin Moderna;francetvinfo.fr;1
Pas d’embrassade ni de câlin: avec le Covid-19, les Français sadaptent pour les fêtes mais ne veulent pas renoncer à lesprit de Noël;francetvinfo.fr;1
Covid-19 : les autorités sanitaires françaises retirent du marché un test antigénique après des cas avérés de faux positifs;francetvinfo.fr;1
Etude sur les lieux de contamination au Covid-19: la méthode de linstitut Pasteur est confuse et sans fondement, affirme lUMIH;francetvinfo.fr;1
Covid-19: des contaminations toujours à la hausse;francetvinfo.fr;1
Covid-19 : le dîner polémique dEmmanuel Macron;francetvinfo.fr;1
Noël :prendre ses précautions pour limiter les contaminations;francetvinfo.fr;1
Covid-19: la situation sanitaire se dégrade en France;francetvinfo.fr;1
Covid-19 : l’agenda présidentiel dEmmanuel Macron en question;francetvinfo.fr;1
Vaccination au coronavirus :leshôpitaux sont-ils prêts ;francetvinfo.fr;1
Covid-19 : quand il s’invite chez les chefs d’État;francetvinfo.fr;1
Auto-confinement : combien d’élèves ne sont pas allés en cours ;francetvinfo.fr;1
Covid-19:un point sur les nouveaux traitements;francetvinfo.fr;1
L’amour au temps du Covid;francetvinfo.fr;1
Covid-19:Emmanuel Macron diagnostiqué positif;francetvinfo.fr;1
Vaccination au coronavirus : quel état desprit dans les Ehpad ;francetvinfo.fr;1
Covid-19: Emmanuel Macron testé positif, son agenda chamboulé;francetvinfo.fr;1
Covid-19:le repas, principal lieu de contamination;francetvinfo.fr;1
Emmanuel Macron positif au Covid-19: le président possiblement contaminé lors du Conseil européen, avance Olivier Véran;francetvinfo.fr;1
Covid-19: On a vraiment besoin de respecter les gestes barrières à lintérieur des maisons à Noël, plaide un épidémiologiste;francetvinfo.fr;1
